id,text,date,likes_count,comments_count,reposts_count,views_count,url_photos
223628,"Перед матчем #РоторКраснодар2 символический удар нанес Николай Владимирович Олеников ⚽ 
 
Николай Владимирович — воспитанник ставропольского футбола. За«Ротор» провел 355 матчей, в которых забил 21 мяч и отдал 8 голевых передач. 
 
Был в составе «Ротора» в с 1996 по 2005 год, и с 2016 по 2017 года. 
 
Сейчас Николай Олеников работает начальником команды «Ротор-2» 🤝 
 
Сине-голубой однажды — сине голубой навсегда 💙🩵",2024-05-16 10:00:05,237,5,8,6487,"['https://sun150-2.userapi.com/impg/oXyBE47sr1XuqIa8p81ZiVSMJsZo3c5dRyRkXA/fqWRfoCIM18.jpg?size=510x764&quality=95&sign=16cc83c32314e54824a30ddecb8d8a44&c_uniq_tag=oO4deWRGLQO7Z41zw4jb3biKfAZStmwB8uZE6Oc8L8Y&type=album', 'https://sun9-30.userapi.com/impg/melrl88iXFBi2gpStOMerDtoyvg-bWu6C9qreA/x06iQzN0uBk.jpg?size=510x340&quality=95&sign=8b4a654d230dd75a29a9c7343126850e&c_uniq_tag=WQymzuuU_QuJMIDld1lXJZBS5ZkUHBgrdJt9VvdhVGM&type=album', 'https://sun9-51.userapi.com/impg/0nI6mACdUsMj-_rDpuaiWUotvhvfTWmYSXUunw/WY7mXBXNC3E.jpg?size=510x340&quality=95&sign=e5b71564568a2249a3be3d083d102467&c_uniq_tag=gbSqiXeJqjyo9crPsDuWhNCuJsv_SHp_vUdWm7uO388&type=album']"
223623,Видеообзор матча «Ротор» — «Краснодар-2» 📹,2024-05-16 09:29:57,26,0,1,2531,[]
223598,"Ротора! На матче #РоторКраснодар2 присутствовало 10 837 болельщиков🙏

Благодарим каждого за поддержку 💙🩵

#РубисьЗаРотор",2024-05-15 22:45:00,357,6,7,9041,['https://sun9-35.userapi.com/impg/enQ7ArN4gDBexGWwnUgZfqxc0NESp7vwevgaWA/bI_ZyGCyfHU.jpg?size=510x340&quality=95&sign=590ce3591909b494bb3f4a233f8e0781&c_uniq_tag=Iz_L8ida-GJhkMJN-P9lCJ4ylLlD_GHHgDZhJKAB_Yk&type=album']
223590,"Ровно 🔟 лет назад был сыгран последний матч на стадионе «Центральный» 
 
15 мая 2014 года «Ротор» обыграл «Енисей» в последнем перед реконструкцией матче на всеми любимом «Центральном» 💙 
 
Бережно храним память об этом уютном и родном стадионе 🏟 
 
Делитесь своими воспоминаниями в комментариях👇",2024-05-15 22:15:00,309,11,24,12832,"['https://sun150-1.userapi.com/impg/HNXy87ympRqat6nk4lAFlJi5RDteJgtZe5BEAQ/b_RP_Mb4J6w.jpg?size=510x380&quality=95&sign=f6bec39fc18bd247fa9e96d3e88171cc&c_uniq_tag=wG58g9Ub6nrUSuWimMTxCCOEty8DsdRuhIGB3A9JJhU&type=album', 'https://sun150-2.userapi.com/impg/U8dMp8vIM1bs6rNfkWU5TdkLw4NwKQuFIClF2Q/cO6x3cfylVU.jpg?size=510x340&quality=95&sign=a949e3d097cae9ca1961d93c27433b8a&c_uniq_tag=2klnd6v13OEnvGnLAxJtDBGg3_rT-C5QF7ookaE3QfI&type=album']"
223584,Пресс-конференция тренеров по итогам матча «Ротор» - «Краснодар-2» 📹,2024-05-15 21:56:57,70,3,4,3560,[]
223580,"Несравненная поддержка!  💙🩵 

#ЗаРотор",2024-05-15 21:30:00,346,5,6,9136,[]
223556,"Расходимся сегодня безголевой ничьей 🤝

#РоторКраснодар2 | 0:0 (0:0)

#ЗаРотор",2024-05-15 20:55:01,154,29,10,4448,['https://sun150-2.userapi.com/impg/k_aCOBYUcSNYVKrO_fEBccW3InuVcDtr8Q0FVQ/nYHXTiLJ_x4.jpg?size=510x637&quality=95&sign=095721d148a53a07f275a88feca50a24&c_uniq_tag=f9XLCvcfexfeCkoV5S3As49LgY0DrICxsnaX6vFxxok&type=album']
223548,"⏱️ 82

Лучшие! ✨

#РоторКраснодар2 | 0:0",2024-05-15 20:40:55,124,10,0,4425,[]
223547,"⏱️ 75

#РоторКраснодар2 | 0:0",2024-05-15 20:33:24,81,0,2,3097,[]
223546,"⏱️ 70

#РоторКраснодар2 | 0:0",2024-05-15 20:28:22,41,0,0,2582,[]
223545,"⏱️ 55

🔊🔊🔊

#РоторКраснодар2 | 0:0",2024-05-15 20:14:16,68,0,1,2991,[]
223542,"После первого тайма - безголевая ничья

#РоторКраснодар2 | 0:0",2024-05-15 19:57:53,42,1,0,2367,['https://sun9-64.userapi.com/impg/JYdm_3JcINrHkN4ozxVSGqySI9EBLyk68zP4kg/wVj6PAruWNw.jpg?size=510x340&quality=95&sign=d6b81d48b5fb3a4ae718ebbf9fb62125&c_uniq_tag=L38Ln0OgtJp0YWSJqmTBIpmi6fUsFeRZmdplPiB4EHU&type=album']
223540,"⏱️ 39

#РоторКраснодар2 | 0:0",2024-05-15 19:40:37,70,1,0,3524,[]
223536,"⏱️ 34

#РоторКраснодар2 | 0:0",2024-05-15 19:37:11,67,4,1,3329,[]
223531,"⏱️ 14

#РоторКраснодар2 | 0:0",2024-05-15 19:15:31,60,3,1,2955,[]
223530,"⏱️ 10

#РоторКраснодар2 | 0:0",2024-05-15 19:11:26,59,0,0,2807,[]
223524,"Выходим на построение 🤩

Начало матча — через пару минут!

#ЖдётПобедыВолгоград",2024-05-15 18:59:34,83,10,3,3308,[]
223522,"Разминка — ☑️

Настрой максимальный 💪🏻 

Начало — через 1️⃣5️⃣ минут!

#ЗаРотор",2024-05-15 18:45:00,52,0,0,2427,['https://sun9-51.userapi.com/impg/xJWtzsiJ1k4BcU7bZBKROu0iZgM-WrB90R5wjw/H_s46L-un_E.jpg?size=510x340&quality=95&sign=9916ad4af75daca6a4ab7b7ed3cf593f&c_uniq_tag=ykWnCZxGhOnevs4sOgPUTo9RFTNvnnHg_PvkYn3FkdE&type=album']
223519,"Автограф-сессия Филиппа Дворецкова в самом разгаре 🔥✍🏻

#ЗаРотор",2024-05-15 18:10:00,126,1,5,5606,"['https://sun150-2.userapi.com/impg/-KjhDC4YYmDsn9g_mjqHCy8-rcwucY84yy0HyA/pN0a8RcQiUA.jpg?size=510x340&quality=95&sign=f48e15035163261c3162b00092d44f24&c_uniq_tag=unBaJFW-UwNLsOgPYa1csaKyJjftPYoGPII55-jfci4&type=album', 'https://sun150-1.userapi.com/impg/0KFpvalZjt8PCA5kk6goa1kx3zu9QTj0MpFruQ/YZJSqFsFXUU.jpg?size=510x340&quality=95&sign=70da9021451f103a0fbf471f49795d44&c_uniq_tag=Q_qI3iA5_Z6tqHkvmVATOAxCXChsxUdqz3PyZruS1Dk&type=album', 'https://sun9-18.userapi.com/impg/ZElPeFsHxhr_0BZluQkBlndEZeCHbnY6poOa6w/cSAnTNHBTc0.jpg?size=510x340&quality=95&sign=b5db52d2425eeb93b95491d602f9be03&c_uniq_tag=8z8HWUGR_Q3R8pjdq-IDa_gyNaCUlMBCLtv8WmjG5JM&type=album']"
223512,"Home sweet home 🏠💙🩵

#ЖдётПобедыВолгоград",2024-05-15 17:49:52,81,0,1,2874,"['https://sun150-1.userapi.com/impg/hfEU_rVAWDJUKuCp8zBlRVzvwMokz4_9wr_LSg/Rgt9bPZTr4A.jpg?size=510x340&quality=95&sign=e2e1eacc6b5b29fdddf3eb50e2dbb202&c_uniq_tag=-dKeNxuAhtjvjLtvDI1D_I6a3FwHIrOT7xbgW6eeuN0&type=album', 'https://sun150-1.userapi.com/impg/apWVMGK5O_Q2i6qVdIiT4SsKz85KaciW5MMNIA/PtzEy365ISg.jpg?size=510x340&quality=95&sign=695780bbd038c5951d5b68a1b5bbba04&c_uniq_tag=oK82tY_d25jGtOgqFv6RX-EYoGqREJAp-AWYU0Y9zQs&type=album', 'https://sun150-1.userapi.com/impg/0eVydPQY86kCY1ZybKOihWWoAKt3yap2hxn2-A/Wa6iCqwDDbY.jpg?size=510x340&quality=95&sign=92b11042dfb734b5245a3d3e724c4134&c_uniq_tag=Jh-zZoaGp6_vGOdx_QG9Div65oIEdkDYjPQpf2cwl-w&type=album', 'https://sun150-1.userapi.com/impg/onILSpQm7aeotfyh8UofYIkUmL53PIY3Jv8ZMg/ypr6oY8HdMM.jpg?size=510x340&quality=95&sign=5f1ece84111c821e92c3e5217a741517&c_uniq_tag=Gvdofv-u5VQgEjEv5IprYnPfpLH-RvSa1J66fd0-pwc&type=album', 'https://sun150-1.userapi.com/impg/sa0Ym99EofvUg4GvS6DbposZExx-EI_gKm0FEQ/PX3yvOB4MJg.jpg?size=510x340&quality=95&sign=bbc0773d570b811de46fd7688f34e174&c_uniq_tag=tuwOMll_7mQ0Fs1t6ofNDQYZxFRJPlKD8MZzKsOXUJ8&type=album']"
223507,"Таким составом выйдем сегодня на поле 🔝

#ЖдётПобедыВолгоград",2024-05-15 17:45:42,96,5,3,2641,['https://sun150-2.userapi.com/impg/4TubrALruLI5J5nw98Hr6d1kLo_fSrROvd0YOw/c7QgWtD_phg.jpg?size=510x637&quality=95&sign=c45e9d805538bf9a62b7cfdbd915acd3&c_uniq_tag=BTZ00RVxL5KpiLiEWv_0mxVxjlFeoOAupUXCH25oFfU&type=album']
223504,"Ротора прибыли! 🏟️ 

#РоторКраснодар2  #ЖдётПобедыВолгоград",2024-05-15 17:35:13,149,4,1,4291,[]
223493,"А мы в ожидании матча на «Волгоград Арене» 💙🩵

Начало #РоторКраснодар2 через 3,5 часа 🔜
Билеты на матч можно приобрести онлайн vk.cc/cwCqli и в кассе до конца первого тайма! 

Объявляем перекличку секторов. Какой сектор сегодня #ЗаРотор? 👇🏻",2024-05-15 15:32:13,88,5,1,3192,[]
223479,"📘Программка к матчу #РоторКраснодар2 

Сегодня наши игроки выйдут в форме сезона 1997/1998.
Эту форму можно описать одним словом: легенда.

💙 Пожалуй, самая легендарная форма именно эта: темно-синие полосы, чередующиеся с тонкими белыми. Если зайти в Интернет и написать «Ротор ретро форма», то в числе первых появится именно эта. 

🤩 Многие болельщики, любители футбольных джерси и просто нейтральные зрители говорят, что именно этот комплект ассоциируется с нашей командой. И мы не будем с ними спорить.

Программку можно приобрести у нас в магазинчике на стадионе 🏬 

#ЗаРотор #РубисьЗаРотор",2024-05-15 14:05:19,74,4,4,3071,['https://sun150-1.userapi.com/impg/v_loaDO1jzwrWJJBsD-j7zgu44Tl3znVKBHVyA/YfYx4QalBbY.jpg?size=510x340&quality=95&sign=0ed09a5fe14d35259b5b6f4a56d85da2&c_uniq_tag=FGzcaWyoJQjBEUcUN2JFWislb9qUJke77k0Eg1cVrXc&type=album']
223478,"«Ротор» – «Краснодар-2»: фан-зона 💙🩵
 
Уже сегодня, 15 мая в 19:00, мы встретимся с вами на «Волгоград Арене». Напоминаем список активностей, которые будут вас ждать👇

✍🏻 автограф-сессия Филиппа Дворецкова 
🎮 киберфутбол от Legalbet
⚽️ кикер (настольный футбол)
🎨 рисование плакатов
💧 аквагрим
📸 фотобудка
🎯 футбольный тир
🏃🏻 символический удар Николая Оленикова
 
Нашими партнёрами станут:

🔹 БлинБери
🔹 Додо Пицца
🔹 Legalbet
🔹 Альфа-банк

Друзья, приходите на матч заранее и налегке, чтобы не создавать очереди на входных зонах. Стадион откроет свои двери в 17:00

При себе рекомендуется иметь распечатанную версию билета, чтобы быстрее проходить через турникеты и не создавать очереди на входных группах

При сканировании Е-билета экран телефона должен быть на максимальной яркости, изображение должно быть разборчиво, экран не повреждён, функция автоповорота выключена

Касса гейта №2 работает до конца первого тайма

Проход на стадион будет осуществляться через 2, 5 и 6 гейты

Доступны верхняя и нижняя парковки со стороны ВГАФКа и парковка у ТРК «Europa City Mall»

🎫 Приобрести билеты на матч можно тут:  rotor-vlg.com и vk.cc/cwCqli 

До встречи! 🤘🏻

#ЖдётПобедыВолгоград",2024-05-15 13:00:02,88,0,3,3230,['https://sun150-1.userapi.com/impg/FCoS7dTjQQedCsflS3JeRMCGDuRbkawWwjJdVA/GBM-XMx2jGU.jpg?size=510x340&quality=95&sign=d7d324eec69082eb83d67691d0f924f4&c_uniq_tag=Vh5WT-mtqoqs6AJw2scoEgurOb8__GPHPUky6_sQKTI&type=album']
223467,"С «Краснодаром-2» будем биться в голубом 🩵 
 
#РубисьЗаРотор",2024-05-15 11:58:46,217,12,4,5908,['https://sun9-29.userapi.com/impg/WkeMTMZIniPqikrofDUjZiJjckBO5G7qO5EdFQ/Lg078IWol5c.jpg?size=510x340&quality=95&sign=9ce799f6ee82f2a514d476f2d8f03b25&c_uniq_tag=HFFrIF0kNqsY_rqFJbzsKElTCsT455kiTYoDoTHfDaI&type=album']
223455,"Евгению Мухину — 21 🎂

Сегодня отмечает день рождения нападающий сине-голубых 🎁

От всей души желаем Жене крепкого здоровья, профессиональных успехов и как можно больше голов за «Ротор» 💙🩵

#ЗаРотор",2024-05-15 11:00:03,96,11,0,2504,['https://sun150-1.userapi.com/impg/SYXTM_z2myqPZTv5NSRZl7chiULGijoJ-zEO9A/8BsSpDDjdaE.jpg?size=510x510&quality=95&sign=86df471711fcfb10ddc7ff249183a0ec&c_uniq_tag=x5vEe4HT4IG4IfhJZeR5yKZXcYx00fYt8yXAjm7zQLw&type=album']
223446,"День домашнего матча 🤘

«Ротор» ⚔️ «Краснодар-2»

⌚ 19:00
🏟️ «Волгоград Арена»
📺 Трансляция [https://vk.com/video-139174916_456241902|здесь]
🏆 Leon-Вторая лига А | 14 тур
🎫 rotor-vlg.com и vk.cc/cwCqli 

#ЖдётПобедыВолгоград",2024-05-15 10:00:04,150,22,10,5451,['https://sun150-1.userapi.com/impg/x_dAYVBFV9CmmMsU3lyEms0E-kbQE33gxxj5cw/SoBgp-wgDto.jpg?size=510x637&quality=95&sign=9d1730fca568c766e64dee898762ec7f&c_uniq_tag=tuo6QNRR41aYuNcRr-4Gk1Na9XFi1am0HTcR2Jntp-0&type=album']
223432,"Успей получить автограф полузащитника СК «Ротор»! 😉

Завтра, 15 мая, Филипп Дворецков раздаст автографы и сфотографируется со всеми желающими ✍🏻📸

Стадион откроет свои двери в 17:00, автограф-сессия начнётся на площади перед стадионом в 17:30 🔜

🎫 Приобрести билеты на матч можно тут: rotor-vlg.com и vk.cc/cwCqli 

#ЗаРотор",2024-05-14 19:30:00,108,9,7,4277,['https://sun150-1.userapi.com/impg/6y8Ap3Ngmiop2sDbx36SvjIMJEFZ66tbwMvh-Q/2qiHSI_Ra6s.jpg?size=510x637&quality=95&sign=4a969179773b37b08be733a85f1d3187&c_uniq_tag=7DOt80JZ3QQ4cDhqM29KJ9W8AtTgsl0QqVVtrJDBUHA&type=album']
223430,"Предматчевая — ☑️

#РоторКраснодар2 уже завтра 🔜

🎫 Приобрести билеты на матч можно тут:  rotor-vlg.com и vk.cc/cwCqli 

До встречи! 🤘🏻

#ЖдётПобедыВолгоград",2024-05-14 18:40:16,92,2,2,3732,[]
223425,"Когда партнеры уже бессильны, надежда только на этих парней 🧤",2024-05-14 16:30:00,124,1,2,5363,"['https://sun150-1.userapi.com/impg/wP4PiFNI9RZx94Qs3kEtk7fIylUz-UNtR5tTwQ/QBmgzIRPx9o.jpg?size=510x408&quality=95&sign=3d1c02f9d5efea2ce31fc76c450904db&c_uniq_tag=3ha0ti43D3yPsUdE7r8Pzd4seIUrtGYaTEoxI_9PRGA&type=album', 'https://sun9-29.userapi.com/impg/ojjaqczqcRWRecxFGtfJRWi1vZGgeETXsUDFUQ/FINDBkd_DHg.jpg?size=510x408&quality=95&sign=d1a796821d91aedb2bbf545b36df36ea&c_uniq_tag=SB8NMMIo_0gaPa_f2Oi2Vo2x0ej42tre5trDiV6FZgE&type=album', 'https://sun150-2.userapi.com/impg/owg7G2efBk3gG5IR8PUNa6mRUJc3k9yUfcWtAA/XXzr4QGA7hQ.jpg?size=510x408&quality=95&sign=2682b9e0e774791b2c6d6c2b211f026f&c_uniq_tag=Y8_m_hDt2duXsIU3ntI8vhyYd_DkFM7gUiKsoU2X7og&type=album', 'https://sun150-2.userapi.com/impg/P7M_oXQ9kMnbDXZNfmF_RuovIz-GzZkQP90OyQ/yVuS3DxD5JU.jpg?size=510x408&quality=95&sign=d47bf7448d118d8583a4c30fbd1566cb&c_uniq_tag=5QbLFYhanNSYlC_LQSVznAwHfGLnZApZt2mGw82xwmY&type=album', 'https://sun150-2.userapi.com/impg/U0kFT6vetNFXBjQa-CuDHnTUJSg-AkqJfM5Eog/5Cinr4XAerE.jpg?size=510x408&quality=95&sign=2df6fd2cbc458ba1e896d67c2618ee15&c_uniq_tag=8FPI3aoAQqJUycVdxb-Pg56dFfR1ECZEMQJ7pdudGsc&type=album', 'https://sun150-2.userapi.com/impg/jutK0SqvAiZSsvg3AMLOzWF2sFxgxG36gelDDg/mwROlvGwJDQ.jpg?size=510x408&quality=95&sign=338553c17cf6d1d245959fc99ee3c7d5&c_uniq_tag=NqdRVrqb0uLH6nM3o8rrztvlKBtB3kMLr-pHDfe9Dtg&type=album', 'https://sun150-2.userapi.com/impg/o8P8pwxZoVKEeTKWXNnQiGXLF2YyeG96rNL3LQ/MrE4ZuBLwXo.jpg?size=510x408&quality=95&sign=9aaa11eb63d181d759bc9bdf7b6dd5cb&c_uniq_tag=pMJbt_1S9Sv-4YL__NILw1cXg6JkxQZYp_hPMYZuLkg&type=album']"
223422,«Ротор» - «Краснодар-2»: превью к матчу 👀,2024-05-14 15:30:00,35,0,3,3173,[]
223420,"«Ротор» – «Краснодар-2»: расписание электричек 🚇

➡ Быстро и комфортно к началу матча можно будет добраться на следующих пригородных поездах: 
▫от ст. Шпалопропитка (16:58) до о.п. Мамаев Курган (17:58) 
▫от о.п. Южная (17:21) до о.п. Мамаев Курган (18:42) 
 
⬅ После окончания матча назначаются дополнительные пригородные поезда: 
 
🚉 № 6339, сообщением Краснооктябрьская - Шпалопропитка 
▫Отправлением с о.п. Мамаев Курган в 21:36 (нижняя платформа) 
▫Прибытием на ст. Шпалопропитка в 22:47 
 
🚉 №6437/6438 сообщением Волгоград-1 - Волжский 
▫Отправлением с о.п. Мамаев Курган в 21:49 (верхняя платформа); 
▫Прибытием на ст. Волжский в 22:32",2024-05-14 14:55:11,39,0,4,2492,['https://sun150-1.userapi.com/impg/mZwuD4i0NIiAFfRYyv_pYNxJllZD5f-RMSopkQ/v11YR1KVI7Y.jpg?size=510x510&quality=95&sign=a2657e6aac590815125b802108286e80&c_uniq_tag=u4f7fBUui7p2dKPHiS2iF0VflJvEHqzmvPDZ52_6ML8&type=album']
223417,"👮‍♂ Матч «Ротор» - «Краснодар-2» рассудит Максим Перезва 
 
Назначены судьи, инспекторы и делегаты на матчи 14-го тура LEON-Второй лиги А сезона 2023/24 
 
Главный арбитр - Максим Перезва (Раменское), 
Ассистенты арбитра - Ярослав Калиниченко (Пермь), Алексей Чаплыгин (Москва), 
Резервный судья - Денис Уткин (Волгоград), 
Инспектор - Алексей Пчелинцев (Рязань)",2024-05-14 14:00:03,53,2,3,3559,['https://sun150-1.userapi.com/impg/BS-VZpfYOgu4oWiF3Xhpk8Ch9pMTBivivUGS4Q/PesIrR_HJ6I.jpg?size=1200x803&quality=96&sign=7ced843a54315181fe55b1701c49dd42&c_uniq_tag=bDqNTG9tNglKDp7EWFX5LCVBGMm-MAdFrjITyIfxh_Q&type=album']
223414,"«Ротор» – «Краснодар-2»: фан-зона 💙🩵
 
Матч состоится 15 мая и пройдёт на «Волгоград Арене». Представляем список активностей, которые будут вас ждать уже завтра👇
 
🎮 киберфутбол от Legalbet
⚽️ кикер (настольный футбол)
🎨 рисование плакатов
💧 аквагрим
📸 фотобудка
🎯 футбольный тир
🏃🏻 символический удар Николая Оленикова 
 
Нашими партнёрами станут:

🔹 БлинБери
🔹 Додо Пицца
🔹 Legalbet (t.me/legalbet)
🔹 Альфа-банк

Друзья, приходите на матч заранее и налегке, чтобы не создавать очереди на входных зонах. Стадион откроет свои двери в 17:00

При себе рекомендуется иметь распечатанную версию билета, чтобы быстрее проходить через турникеты и не создавать очереди на входных группах

При сканировании Е-билета экран телефона должен быть на максимальной яркости, изображение должно быть разборчиво, экран не повреждён, функция автоповорота выключена

Касса гейта №2 работает до конца первого тайма

Проход на стадион будет осуществляться через 2, 5 и 6 гейты

Доступны верхняя и нижняя парковки со стороны ВГАФКа и парковка у ТРК «Europa City Mall»

🎫 Приобрести билеты на матч можно тут:  rotor-vlg.com и vk.cc/cwCqli 

До встречи! 🤘🏻

#ЖдётПобедыВолгоград",2024-05-14 11:30:04,46,0,2,2446,['https://sun150-2.userapi.com/impg/vApct9CBYjNQijoNh-7r3rJgnfNlGFUOotbyog/NpKOzGnh8GM.jpg?size=510x510&quality=95&sign=8878d1091e54dd04bd9e1ce8a1738643&c_uniq_tag=E-vWaHcIeryKhkV5iUxNUBl7_aFUF-BhQs49nZXIREM&type=album']
223408,,2024-05-13 21:56:29,85,2,1,4797,[]
223401,"Рассказываем, как можно поддержать «Ротор» в выездном матче против футбольного клуба «Родина-2» 👇🏻

Игра пройдёт на стадионе «Спартаковец» (Москва, ул. 3-я Гражданская, 47) 19 мая и начнётся в 15:00 🏟

🔹Проход на стадион с 14:00
🔹Сектор активных болельщиков СК «Ротор» — В2
🔹Билеты можно приобрести по ссылке: vk.cc/cwMAeH
🔹Цена билета — 100 рублей
🔹Досмотр баннеров не позднее 45 минут до начала матча перед сектором

Если у вас возникнут вопросы, обращайтесь по телефону +7 (961) 064-25-84, специалист по работе с болельщиками Олег Чалченко

#Ротор #ЗаРотор #РубисьЗаРотор",2024-05-13 17:30:00,46,2,7,3633,['https://sun150-1.userapi.com/impg/Sw3P_5pzjKsxGdyFn0QMjMOX223OiCjKGm54cw/kHACAmZUuM4.jpg?size=510x340&quality=95&sign=6007a5d285640155e03884b26efab51c&c_uniq_tag=NlTYVitUCBlUEyofOveKZi2kHhq3a-IaXRevAv-zMWc&type=album']
223397,Готовимся в отличном настроении 😉,2024-05-13 16:00:03,147,0,2,6793,"['https://sun150-1.userapi.com/impg/NSGGrpdOGm9DTJjXEs3bD6irbQJ6cAzNAz36uA/Q07Ah_rOGrs.jpg?size=510x408&quality=95&sign=6ea5f781088562c2999b699552c0aac1&c_uniq_tag=9rDeoPiKXQXh-U3RYnTcdsqic4wooteFZAis-CKKLa4&type=album', 'https://sun150-2.userapi.com/impg/t-Ae5pyNZBjoX5h8QfC5KCQEk-TvNABsian-4Q/BZVseYtGCQg.jpg?size=510x408&quality=95&sign=efa97cefd5494e0accb7387abf9456da&c_uniq_tag=jQxyB4RLpGbFskc9T1IcFW0ByL0ZIT82Ylhcd8rnJ3g&type=album', 'https://sun150-1.userapi.com/impg/Td0lJv-VYkkxgnV5AOHfo6Al5AnKlQZqPA2pXQ/uaJasVqSgeY.jpg?size=510x408&quality=95&sign=64f89f32eebddc444c9f5d7b5472c237&c_uniq_tag=bev-qDRwxo-7_IJ2Nrb9x7xLOEN3fhSwwfUBTDrq7g0&type=album', 'https://sun150-1.userapi.com/impg/m5AuyCsi05I7zgkQhMAt4aSCHlcPoAimhdFQqw/62ulXsrLIXc.jpg?size=510x408&quality=95&sign=147976c34af0a56685306fb76e6c4e70&c_uniq_tag=AnYSqecGYvu_Qh-M14HEUD9YvGl4dvS-YzbuV67kexY&type=album', 'https://sun150-1.userapi.com/impg/m4_-Xwzo7BJg9k2vL5buAvvcQ4S-uBRdMzva1Q/tnbpJB68lQA.jpg?size=510x408&quality=95&sign=f1ebbb25ec4aaa61d45704292861dd90&c_uniq_tag=YEamUPTP_pSsCzzoeRXBltwpg7qP5FeEJnnuwmdPuYk&type=album', 'https://sun150-2.userapi.com/impg/O5ueg9WANBxgKIMgQtH7ZQkfYWrTb7fCH2biHQ/UivLQ5fb5HA.jpg?size=510x408&quality=95&sign=0e7af9db4e1c668f359ce78204a752ef&c_uniq_tag=1Ie6tLwCUkWxPFMDGB6PFAxYxDnLaBi2Q-MhyuDWOnk&type=album', 'https://sun9-15.userapi.com/impg/e5oxBwCzRzSjH7EZMau6F4HPqLP1wl-Cl_ZEYQ/1LOMZvjUwoU.jpg?size=510x408&quality=95&sign=56160312fae449c2571317213622f3ef&c_uniq_tag=9PS7cQ73m13jDAeafhiBAucdg4ozJU7774S7Bt9A7tc&type=album', 'https://sun150-2.userapi.com/impg/ecllIyLXeDr7PTYh9HoWjqdnGeuD9Fv8aqwu5w/33sWbmXc1P0.jpg?size=510x408&quality=95&sign=bfd688b259c8988542127f35e3de927b&c_uniq_tag=N0_UP1ZDyVOGr1iqZULk80E-wg8ME4mh2TfTo4LEUyE&type=album', 'https://sun150-1.userapi.com/impg/U58ULQn3eZkKiTCdKEuye-ZrM7VS8a_pPO7vvQ/ZjSckZJ_Z1s.jpg?size=510x408&quality=95&sign=98ee6dc3e705b3e6c472b57b6649a3c5&c_uniq_tag=7SN3LZbfCzZzBFxGi4ro3Ez4xwFFemdaA_J-5TqEZE8&type=album']"
223389,"Алексей Валерьевич приглашает всех на матч с «Краснодаром-2» 💪 
 
Пропускать — запрещено! Билеты можно приобрести тут rotor-vlg.com и vk.cc/cwCqli 👈 
 
#ЗаРотор #РубисьЗаРотор #ВместеСможемВсе",2024-05-13 15:00:03,174,11,7,5787,[]
223382,"Индивидуальная статистика игроков в матче #МеталлургРотор

#РубисьЗаРотор",2024-05-13 13:20:00,85,3,0,6137,"['https://sun150-2.userapi.com/impg/VODyrDQxyvraRCjQLOU2na2Uh8LL6B7cCfML8Q/6nK1BG1Kz0k.jpg?size=510x510&quality=95&sign=c1d60d66de202497459e1c46c46f78e7&c_uniq_tag=w3eE4wM2v_5TXSrFdiEFbsx5LYAOSwCIGgo7lNAoGok&type=album', 'https://sun150-2.userapi.com/impg/4WgyZzNfxzTozu4x_F5eSktg84ACLPzrvcatPw/kkVTnb8igkE.jpg?size=510x510&quality=95&sign=1bef9fa72cf52f9a0a3b06ef05ad38d3&c_uniq_tag=x3rpAqkp0PAwi5L1iDxT5ioq8-I1GIw-Lfe4xdSmkMM&type=album', 'https://sun150-2.userapi.com/impg/e8EPRI-XXfd-C6vESqL6XqSAxpM_XLGr1Bia6g/a29dxGennYA.jpg?size=510x510&quality=95&sign=39a7b4caf0a0b224c5ceace0f755d8fe&c_uniq_tag=xJXlM7iFw3tV6Z93Ys6piowagiT_yUY1Dg1aAYlYl4w&type=album', 'https://sun150-2.userapi.com/impg/lAeK_fY5I0owjX3tMO1AFlwmjQrrKPNLBA1mJQ/JnTuUSaHdsI.jpg?size=510x510&quality=95&sign=4635452c79de0dbc111030c63d6ae095&c_uniq_tag=32Fkb91FGknFRPY6VgXur_ySAK1eQmfKgduvH2INE10&type=album', 'https://sun9-2.userapi.com/impg/oCd0TEqa9AUnGNXG4iFYezXBqV3SxmnZy507wA/2O6m3Wpg4Qk.jpg?size=510x510&quality=95&sign=7d6b71015e1b49994938ce3a76bf7e0b&c_uniq_tag=g9PHhsXBtB-nMPux0VenVjwfp8g7ciKLJihePpJjTKY&type=album', 'https://sun150-1.userapi.com/impg/bkiI659ZuhxzuyXA9DGxZDo7rPgGaMYlQcBspA/Wdi3Cx7OA6w.jpg?size=510x510&quality=95&sign=64d6f9a819f6c82ddb1ee9d73021aa01&c_uniq_tag=gdqLYuet6h_C8c-TufQ0VAfFNE0j_ZhDSVZSWST2KZ0&type=album']"
